ID IMDB;IDENTITE;DATE NAISSANCE;LIEU NAISSANCE;URL
nm1186736;James Babson;24/10/1974;West Chester, Pennsylvania, USA;/name/nm1186736?ref_=tt_cl_t_8
nm4276554;Alena Zdorovchenko;;;/name/nm4276554?ref_=tt_cl_t_15
nm0193046;Bernard Curry;27/03/1974;Melbourne, Victoria, Australia;/name/nm0193046?ref_=tt_cl_t_4
nm11540198;Robert Bauer;;;/name/nm11540198?ref_=tt_cl_t_6
nm0303132;Tom Gallop;;;/name/nm0303132?ref_=tt_cl_t_13
nm4405539;Julian Paul Stein;;;/name/nm4405539?ref_=tt_cl_t_12
nm1110663;Andrew Reznik;;;/name/nm1110663?ref_=tt_cl_t_16
nm0460206;Brian Klugman;14/09/1975;Pennsylvania, USA;/name/nm0460206?ref_=tt_cl_t_1
nm0174819;Michaela Conlin;09/06/1978;Allentown, Pennsylvania, USA;/name/nm0174819?ref_=tt_cl_t_2
nm1304386;Stephen Campbell Moore;30/11/1979;London, England, UK;/name/nm1304386?ref_=tt_cl_t_9
nm0329094;Henry Goodman;23/04/1950;Whitechapel, London, England, UK;/name/nm0329094?ref_=tt_cl_t_7
nm0722629;Matthew Rhys;08/11/1974;Cardiff, Wales, UK;/name/nm0722629?ref_=tt_cl_t_8
nm0278747;Julian Firth;12/03/1960;London, England, UK;/name/nm0278747?ref_=tt_cl_t_18
nm4141252;Lily James;05/04/1989;Esher, Surrey, England, UK;/name/nm4141252?ref_=tt_cl_t_14
nm4187130;Sam Keeley;;;/name/nm4187130?ref_=tt_cl_t_6
nm2489799;Elisa Lasowski;;;/name/nm2489799?ref_=tt_cl_t_17
nm7650704;Bo Bene;;;/name/nm7650704?ref_=tt_cl_t_16
nm2497366;Sarah Greene;24/07/1984;Glanmire, County Cork, Ireland;/name/nm2497366?ref_=tt_cl_t_15
nm2539953;Alicia Vikander;03/10/1988;Gothenburg, Västra Götalands län, Sweden;/name/nm2539953?ref_=tt_cl_t_13
nm1249052;Riccardo Scamarcio;13/11/1979;Trani, Apulia, Italy;/name/nm1249052?ref_=tt_cl_t_4
nm6893521;Lexie Benbow-Hart;;;/name/nm6893521?ref_=tt_cl_t_12
nm0000413;Janeane Garofalo;28/09/1964;Newton, New Jersey, USA;/name/nm0000413?ref_=tt_cl_t_7
nm0795290;Michael Showalter;17/06/1970;Princeton, New Jersey, USA;/name/nm0795290?ref_=tt_cl_t_4
nm2380718;Michael Blaiklock;;;/name/nm2380718?ref_=tt_cl_t_14
nm4564958;Thomas Barbusca;03/03/2003;Toms River, New Jersey, USA;/name/nm4564958?ref_=tt_cl_t_13
nm0788340;Molly Shannon;16/09/1964;Shaker Heights, Ohio, USA;/name/nm0788340?ref_=tt_cl_t_9
nm5289499;David Bloom;;;/name/nm5289499?ref_=tt_cl_t_11
nm0505949;Samm Levine;12/03/1982;Chicago, Illinois, USA;/name/nm0505949?ref_=tt_cl_t_17
nm0603413;Marguerite Moreau;25/04/1977;Riverside, California, USA;/name/nm0603413?ref_=tt_cl_t_1
nm0651008;Zak Orth;15/10/1970;Libertyville, Illinois, USA;/name/nm0651008?ref_=tt_cl_t_2
nm5533480;George Baron;;;/name/nm5533480?ref_=tt_cl_t_15
nm0005403;Jason Schwartzman;26/06/1980;Los Angeles, California, USA;/name/nm0005403?ref_=tt_cl_t_12
nm6055997;Josh Douglas;;;/name/nm6055997?ref_=tt_cl_t_16
nm2843037;Alexandra Stamler;12/12/1991;Boston, Massachusetts, USA;/name/nm2843037?ref_=tt_cl_t_18
nm2390252;Fahim Fazli;30/05/1966;Kabul, Afghanistan;/name/nm2390252?ref_=tt_cl_t_16
nm0587431;Ivana Milicevic;26/04/1974;Sarajevo, Bosnia and Herzegovina;/name/nm0587431?ref_=tt_cl_t_15
nm3705481;Dennis Bumpy Kanahele;;;/name/nm3705481?ref_=tt_cl_t_13
nm1144419;Danny McBride;29/12/1976;Statesboro, Georgia, USA;/name/nm1144419?ref_=tt_cl_t_7
nm0555500;Elizabeth Marvel;27/11/1969;Los Angeles, California, USA;/name/nm0555500?ref_=tt_cl_t_14
nm1024677;John Krasinski;20/10/1979;Newton, Massachusetts, USA;/name/nm1024677?ref_=tt_cl_t_6
nm1985974;Michael Chernus;08/08/1977;Rocky River, Ohio, USA;/name/nm1985974?ref_=tt_cl_t_11
nm0131966;Bill Camp;22/10/1964;Massachusetts, USA;/name/nm0131966?ref_=tt_cl_t_8
nm1389262;Semere-Ab Etmet Yohannes;;;/name/nm1389262?ref_=tt_cl_t_17
nm5897057;Jaeden Martell;04/01/2003;Philadelphia, Pennsylvania, USA;/name/nm5897057?ref_=tt_cl_t_9
nm3753435;Kaui Kauhi;;;/name/nm3753435?ref_=tt_cl_t_18
nm5994559;Danielle Rose Russell;31/10/1999;;/name/nm5994559?ref_=tt_cl_t_10
nm1346230;Edi Gathegi;10/03/1979;Nairobi, Kenya;/name/nm1346230?ref_=tt_cl_t_12
nm0000195;Bill Murray;21/09/1950;Wilmette, Illinois, USA;/name/nm0000195?ref_=tt_cl_t_5
nm0355699;Jason Hall;28/04/1972;Lake Arrowhead, California, USA;/name/nm0355699?ref_=tt_cl_t_12
nm4729510;Jason Walsh;1975-0-0;Missouri, USA;/name/nm4729510?ref_=tt_cl_t_15
nm3175985;Brandon Salgado Telis;;;/name/nm3175985?ref_=tt_cl_t_9
nm0005297;Marnette Patterson;26/04/1980;Los Angeles, California, USA;/name/nm0005297?ref_=tt_cl_t_11
nm1274545;Reynaldo Gallegos;;;/name/nm1274545?ref_=tt_cl_t_16
nm0731346;Leonard Roberts;17/11/1972;St. Louis, Missouri, USA;/name/nm0731346?ref_=tt_cl_t_14
nm1218757;Keir O'Donnell;08/11/1978;Sydney, New South Wales, Australia;/name/nm1218757?ref_=tt_cl_t_10
nm0731826;Elise Robertson;;;/name/nm0731826?ref_=tt_cl_t_6
nm6518675;Cole Konis;;;/name/nm6518675?ref_=tt_cl_t_4
nm6555190;Luke Sunshine;;;/name/nm6555190?ref_=tt_cl_t_7
nm6373651;Kevin Lacz;;;/name/nm6373651?ref_=tt_cl_t_17
nm2241686;Troy Vincent;;;/name/nm2241686?ref_=tt_cl_t_8
nm1188294;Billy Miller;17/09/1979;;/name/nm1188294?ref_=tt_cl_t_13
nm7422656;Kvido Najser;;;/name/nm7422656?ref_=tt_cl_t_16
nm0406975;Rhys Ifans;22/07/1967;Haverfordwest, Pembrokeshire, Wales, UK;/name/nm0406975?ref_=tt_cl_t_3
nm7422658;Amelie Vernerova;;;/name/nm7422658?ref_=tt_cl_t_18
nm7422657;Tereza Hroudova;;;/name/nm7422657?ref_=tt_cl_t_17
nm2730580;Sam Reid;19/02/1987;Australia;/name/nm2730580?ref_=tt_cl_t_8
nm0219329;Ned Dennehy;08/12/1965;Ireland;/name/nm0219329?ref_=tt_cl_t_15
nm0384152;Conleth Hill;24/11/1964;Ballycastle, County Antrim, Northern Ireland, UK;/name/nm0384152?ref_=tt_cl_t_9
nm1399770;David Dencik;31/10/1974;Sweden;/name/nm1399770?ref_=tt_cl_t_5
nm0388061;Douglas Hodge;25/02/1960;Plymouth, Devon, England, UK;/name/nm0388061?ref_=tt_cl_t_11
nm1605114;Christian McKay;1973-0-0;Bury, Lancashire, England, UK;/name/nm1605114?ref_=tt_cl_t_13
nm1564421;Charity Wakefield;18/09/1980;Tunbridge Wells, Kent, England, UK;/name/nm1564421?ref_=tt_cl_t_10
nm0091035;Kim Bodnia;12/04/1965;Copenhagen, Denmark;/name/nm0091035?ref_=tt_cl_t_12
nm0880367;Ana Ularu;26/06/1985;Bucharest, Romania;/name/nm0880367?ref_=tt_cl_t_7
nm0365317;Sean Harris;1966-0-0;Bethnal Green, London, England, UK;/name/nm0365317?ref_=tt_cl_t_6
nm0952911;Philip Zandén;23/07/1954;Stockholm, Sweden;/name/nm0952911?ref_=tt_cl_t_14
nm0127373;Louis C.K.;12/09/1967;Washington, District of Columbia, USA;/name/nm0127373?ref_=tt_cl_t_6
nm1658935;Jack Huston;07/12/1982;London, England, UK;/name/nm1658935?ref_=tt_cl_t_7
nm0379200;Paul Herman;29/03/1946;Brooklyn, New York City, New York, USA;/name/nm0379200?ref_=tt_cl_t_12
nm0751330;Matthew Russell;;;/name/nm0751330?ref_=tt_cl_t_14
nm0001875;Anthony Zerbe;20/05/1936;Long Beach, California, USA;/name/nm0001875?ref_=tt_cl_t_17
nm0553440;Adrian Martinez;;;/name/nm0553440?ref_=tt_cl_t_16
nm4626339;Thomas Matthews;;;/name/nm4626339?ref_=tt_cl_t_15
nm0846548;Saïd Taghmaoui;19/07/1973;Villepinte, Seine-Saint-Denis, France;/name/nm0846548?ref_=tt_cl_t_13
nm2650819;Adèle Exarchopoulos;22/11/1993;Paris, France;/name/nm2650819?ref_=tt_cl_t_4
nm0430107;Michael B. Jordan;09/02/1987;Santa Ana, California, USA;/name/nm0430107?ref_=tt_cl_t_7
nm0252230;Chiwetel Ejiofor;10/07/1977;Forest Gate, London, England, UK;/name/nm0252230?ref_=tt_cl_t_3
nm1950086;Greta Gerwig;04/08/1983;Sacramento, California, USA;/name/nm1950086?ref_=tt_cl_t_5
nm0001856;Oprah Winfrey;29/01/1954;Kosciusko, Mississippi, USA;/name/nm0001856?ref_=tt_cl_t_11
nm5653204;Grant Holmquist;;;/name/nm5653204?ref_=tt_cl_t_17
nm1512166;Jamie Chung;10/04/1983;San Francisco, California, USA;/name/nm1512166?ref_=tt_cl_t_12
nm0001787;Jeffrey Tambor;08/07/1944;San Francisco, California, USA;/name/nm0001787?ref_=tt_cl_t_8
nm0192997;Sondra Currie;11/01/1947;Los Angeles, California, USA;/name/nm0192997?ref_=tt_cl_t_13
nm0885018;Mike Vallely;29/06/1970;Edison, New Jersey, USA;/name/nm0885018?ref_=tt_cl_t_16
nm0897005;Gillian Vigman;28/01/1972;New Jersey, USA;/name/nm0897005?ref_=tt_cl_t_14
nm1159180;Ed Helms;24/01/1974;Atlanta, Georgia, USA;/name/nm1159180?ref_=tt_cl_t_3
nm0058581;Justin Bartha;21/07/1978;West Bloomfield, Michigan, USA;/name/nm0058581?ref_=tt_cl_t_4
nm0565250;Melissa McCarthy;26/08/1970;Plainfield, Illinois, USA;/name/nm0565250?ref_=tt_cl_t_7
nm0868782;Oscar Torre;;;/name/nm0868782?ref_=tt_cl_t_18
nm0056936;Sasha Barrese;24/04/1981;Maui, Hawaii, USA;/name/nm0056936?ref_=tt_cl_t_11
nm0302108;Zach Galifianakis;01/10/1969;Wilkesboro, North Carolina, USA;/name/nm0302108?ref_=tt_cl_t_2
nm0661094;Don Pardo;22/02/1918;Westfield, Massachusetts, USA;/name/nm0661094?ref_=tt_cl_t_2
nm0837177;Jason Sudeikis;18/09/1975;Fairfax, Virginia, USA;/name/nm0837177?ref_=tt_cl_t_16
nm1051686;G.E. Smith;27/01/1952;Stroudsburg, Pennsylvania, USA;/name/nm1051686?ref_=tt_cl_t_11
nm1906042;Colin Jost;29/06/1982;Staten Island, New York City, New York, USA;/name/nm1906042?ref_=tt_cl_t_15
nm1024878;Seth Meyers;28/12/1973;Bedford, New Hampshire, USA;/name/nm1024878?ref_=tt_cl_t_6
nm0005265;Kevin Nealon;18/11/1953;St. Louis, Missouri, USA;/name/nm0005265?ref_=tt_cl_t_17
nm0681902;Lenny Pickett;10/04/1954;;/name/nm0681902?ref_=tt_cl_t_4
nm0005218;Tim Meadows;05/02/1961;Highland Park, Michigan, USA;/name/nm0005218?ref_=tt_cl_t_13
nm3594683;The Saturday Night Live Band;;;/name/nm3594683?ref_=tt_cl_t_1
nm0005466;Julia Stiles;28/03/1981;New York City, New York, USA;/name/nm0005466?ref_=tt_cl_t_9
nm0567370;Patrick McDade;11/09/1951;Philadelphia, Pennsylvania, USA;/name/nm0567370?ref_=tt_cl_t_14
nm0493356;Anthony Lawton;;;/name/nm0493356?ref_=tt_cl_t_18
nm4585077;Phillip Chorba;14/03/1983;New York, New York, USA;/name/nm4585077?ref_=tt_cl_t_17
nm4183081;Cheryl Williams;;;/name/nm4183081?ref_=tt_cl_t_13
nm0451600;Anupam Kher;07/03/1955;Shimla, Himachal Pradesh, India;/name/nm0451600?ref_=tt_cl_t_6
nm3151361;Mary Regency Boies;;;/name/nm3151361?ref_=tt_cl_t_16
nm1538239;Brea Bee;15/02/1975;Philadelphia, Pennsylvania, USA;/name/nm1538239?ref_=tt_cl_t_15
nm4747999;Angelo Anthony Pizza;;;/name/nm4747999?ref_=tt_cl_t_6
nm5583554;Nicole Califano;;;/name/nm5583554?ref_=tt_cl_t_14
nm0991810;Mahershala Ali;16/02/1974;Oakland, California, USA;/name/nm0991810?ref_=tt_cl_t_7
nm1548983;Ean Egas;;;/name/nm1548983?ref_=tt_cl_t_17
nm4656396;Cynthia Pelletier-Sullivan;12/07/1965;Rutland, Vermont, USA;/name/nm4656396?ref_=tt_cl_t_12
nm5584565;John Facci;;;/name/nm5584565?ref_=tt_cl_t_8
nm1699530;Shannon Plumb;1970-0-0;Schenectady, New York, USA;/name/nm1699530?ref_=tt_cl_t_15
nm5584275;Tula;;;/name/nm5584275?ref_=tt_cl_t_10
nm5583968;Mackenzie Trainor;;;/name/nm5583968?ref_=tt_cl_t_13
nm5584193;Penny;;;/name/nm5584193?ref_=tt_cl_t_11
nm3995471;Craig Van Hook;;;/name/nm3995471?ref_=tt_cl_t_4
nm0580646;Olga Merediz;15/02/1956;Guantánamo, Cuba;/name/nm0580646?ref_=tt_cl_t_5
nm5583918;Tracey Agustin;;;/name/nm5583918?ref_=tt_cl_t_16
nm5583922;Bob Dieterich;;;/name/nm5583922?ref_=tt_cl_t_18
nm1009277;Dax Shepard;02/01/1975;Milford, Michigan, USA;/name/nm1009277?ref_=tt_cl_t_1
nm0000867;Jason Bateman;14/01/1969;Rye, New York, USA;/name/nm0000867?ref_=tt_cl_t_16
nm1684634;Jess Rowland;;;/name/nm1684634?ref_=tt_cl_t_7
nm0000977;Beau Bridges;09/12/1941;Hollywood, Los Angeles, California, USA;/name/nm0000977?ref_=tt_cl_t_15
nm0155693;Kristin Chenoweth;24/07/1968;Broken Arrow, Oklahoma, USA;/name/nm0155693?ref_=tt_cl_t_4
nm0000792;Tom Arnold;06/03/1959;Ottumwa, Iowa, USA;/name/nm0000792?ref_=tt_cl_t_5
nm0875777;Nate Tuck;;;/name/nm0875777?ref_=tt_cl_t_17
nm0742146;Michael Rosenbaum;11/07/1972;Oceanside, New York, USA;/name/nm0742146?ref_=tt_cl_t_6
nm1446662;John Duff;;;/name/nm1446662?ref_=tt_cl_t_12
nm0012948;Steve Agee;26/02/1969;Riverside, California, USA;/name/nm0012948?ref_=tt_cl_t_9
nm0117146;Joy Bryant;18/10/1974;The Bronx, New York, USA;/name/nm0117146?ref_=tt_cl_t_10
nm1298192;Kal Bennett;;;/name/nm1298192?ref_=tt_cl_t_11
nm4755773;Carly Hatter;;;/name/nm4755773?ref_=tt_cl_t_8
nm0214501;Vito DeFilippo;;;/name/nm0214501?ref_=tt_cl_t_7
nm2482391;Nora Arnezeder;08/05/1989;Paris, France;/name/nm2482391?ref_=tt_cl_t_17
nm5251089;Kevin Desfosses;;;/name/nm5251089?ref_=tt_cl_t_12
nm0205061;Lucinda Davis;;;/name/nm0205061?ref_=tt_cl_t_9
nm0005459;Liz Stauber;27/06/1979;Indianapolis, Indiana, USA;/name/nm0005459?ref_=tt_cl_t_15
nm0893464;Gianpaolo Venuta;30/08/1978;Montréal, Québec, Canada;/name/nm0893464?ref_=tt_cl_t_18
nm1602660;Ben Barnes;20/08/1981;London, England, UK;/name/nm1602660?ref_=tt_cl_t_16
nm3642947;Victoria Strauss;;;/name/nm3642947?ref_=tt_cl_t_10
nm0721332;Judy Reyes;05/11/1967;Bronx, New York City, New York, USA;/name/nm0721332?ref_=tt_cl_t_5
nm3845023;Kiyanti Schlank;;;/name/nm3845023?ref_=tt_cl_t_8
nm3652629;Sophia Strauss;;;/name/nm3652629?ref_=tt_cl_t_9
nm1141654;Jody Jaress;18/04/1943;Ottawa, Illinois, USA;/name/nm1141654?ref_=tt_cl_t_6
nm4272103;Grace Kaufman;29/04/2002;Los Angeles, California, USA;/name/nm4272103?ref_=tt_cl_t_7
nm2699362;Isabella Acres;20/02/2001;Atlanta, Georgia, USA;/name/nm2699362?ref_=tt_cl_t_3
nm1471740;Kelli Barksdale;;;/name/nm1471740?ref_=tt_cl_t_4
nm0015196;Malin Akerman;12/05/1978;Stockholm, Stockholms län, Sweden;/name/nm0015196?ref_=tt_cl_t_1
nm1070323;Nirut Sirichanya;;;/name/nm1070323?ref_=tt_cl_t_14
nm0005512;Mike Tyson;30/06/1966;Brooklyn, New York City, New York, USA;/name/nm0005512?ref_=tt_cl_t_7
nm0001024;Nick Cassavetes;21/05/1959;New York City, New York, USA;/name/nm0001024?ref_=tt_cl_t_16
nm0497853;Mason Lee;30/05/1990;USA;/name/nm0497853?ref_=tt_cl_t_9
nm4442417;Schnitrnunt Busarakamwong;;;/name/nm4442417?ref_=tt_cl_t_18
nm4442296;Aroon Seeboonruang;29/12/1913;;/name/nm4442296?ref_=tt_cl_t_13
nm2112851;Yasmin Lee;03/06/1983;Thailand;/name/nm2112851?ref_=tt_cl_t_15
nm0063592;Richard Bekins;17/07/1954;Los Angeles County, California, USA;/name/nm0063592?ref_=tt_cl_t_12
nm0435678;Patricia Kalember;30/12/1957;Schenectady, New York, USA;/name/nm0435678?ref_=tt_cl_t_13
nm0441654;Cindy Katz;;;/name/nm0441654?ref_=tt_cl_t_14
nm0933096;Brian Anthony Wilson;22/02/1960;Philadelphia, Pennsylvania, USA;/name/nm0933096?ref_=tt_cl_t_15
nm0251999;Ned Eisenberg;13/01/1957;Bronx, New York City, New York, USA;/name/nm0251999?ref_=tt_cl_t_10
nm0926615;Johnny Whitworth;31/10/1975;Charleston, South Carolina, USA;/name/nm0926615?ref_=tt_cl_t_6
nm0032962;Tomas Arana;03/04/1955;Auburn, California, USA;/name/nm0032962?ref_=tt_cl_t_7
nm3266168;Rebecca Dayan;;;/name/nm3266168?ref_=tt_cl_t_16
nm0397110;Andrew Howard;1969-0-0;Cardiff, Wales, UK;/name/nm0397110?ref_=tt_cl_t_5
nm0295484;Anna Friel;12/07/1976;Rochdale, Lancashire, England, UK;/name/nm0295484?ref_=tt_cl_t_2
nm1816134;Damali Mason;;;/name/nm1816134?ref_=tt_cl_t_18
nm1410258;T.V. Carpio;1981-0-0;Oklahoma City, Oklahoma, USA;/name/nm1410258?ref_=tt_cl_t_11
nm0121559;Robert John Burke;12/09/1960;Washington Heights, New York, USA;/name/nm0121559?ref_=tt_cl_t_8
nm4350548;Ann Marie Green;;;/name/nm4350548?ref_=tt_cl_t_17
nm1622660;Darren Goldstein;27/08/1974;Long Island, New York, USA;/name/nm1622660?ref_=tt_cl_t_9
nm2811073;Jacob Blair;26/01/1984;Red Deer, Alberta, Canada;/name/nm2811073?ref_=tt_cl_t_15
nm1165044;Omari Hardwick;09/01/1974;Savannah, Georgia, USA;/name/nm1165044?ref_=tt_cl_t_13
nm1961693;Quinton 'Rampage' Jackson;20/06/1978;Memphis, Tennessee, USA;/name/nm1961693?ref_=tt_cl_t_5
nm0198502;Rad Daly;18/01/1966;Santa Barbara, California, USA;/name/nm0198502?ref_=tt_cl_t_16
nm0574468;Gerald McRaney;19/08/1947;Collins, Mississippi, USA;/name/nm0574468?ref_=tt_cl_t_7
nm0827561;Maury Sterling;01/09/1971;Mill Valley, California, USA;/name/nm0827561?ref_=tt_cl_t_11
nm0400374;David Hugghins;;;/name/nm0400374?ref_=tt_cl_t_14
nm1591479;Andrew Coghlan;;;/name/nm1591479?ref_=tt_cl_t_18
nm0726173;Kyle Riefsnyder;;;/name/nm0726173?ref_=tt_cl_t_17
nm0001185;Hector Elizondo;22/12/1936;New York City, New York, USA;/name/nm0001185?ref_=tt_cl_t_10
nm0000511;Shirley MacLaine;24/04/1934;Richmond, Virginia, USA;/name/nm0000511?ref_=tt_cl_t_18
nm1334396;Carter Jenkins;04/09/1991;Tampa, Florida, USA;/name/nm1334396?ref_=tt_cl_t_13
nm0005110;Ashton Kutcher;07/02/1978;Cedar Rapids, Iowa, USA;/name/nm0005110?ref_=tt_cl_t_14
nm0199312;Eric Dane;09/11/1972;San Francisco, California, USA;/name/nm0199312?ref_=tt_cl_t_8
nm1210124;Taylor Lautner;11/02/1992;Grand Rapids, Michigan, USA;/name/nm1210124?ref_=tt_cl_t_16
nm0001131;Patrick Dempsey;13/01/1966;Lewiston, Maine, USA;/name/nm0001131?ref_=tt_cl_t_9
nm0004950;Jennifer Garner;17/04/1972;Houston, Texas, USA;/name/nm0004950?ref_=tt_cl_t_11
nm0520064;George Lopez;23/04/1961;Mission Hills, California, USA;/name/nm0520064?ref_=tt_cl_t_17
nm1737500;Katy Mixon;30/03/1981;Pensacola, Florida, USA;/name/nm1737500?ref_=tt_cl_t_9
nm0195311;Joe D'Angerio;10/02/1949;Newark, New Jersey, USA;/name/nm0195311?ref_=tt_cl_t_18
nm2766094;Delaney Hamilton;;;/name/nm2766094?ref_=tt_cl_t_12
nm0137583;Christina Carlisi;18/02/1957;Woodland Hills, California, USA;/name/nm0137583?ref_=tt_cl_t_17
nm0702809;DJ Qualls;10/06/1978;Nashville, Tennessee, USA;/name/nm0702809?ref_=tt_cl_t_5
nm0428319;Jason Jones;03/06/1973;Hamilton, Ontario, Canada;/name/nm0428319?ref_=tt_cl_t_13
nm0132685;Luenell;12/03/1959;Tollette, Arkansas, USA;/name/nm0132685?ref_=tt_cl_t_16
nm0301370;M.C. Gainey;18/01/1948;Jackson, Mississippi, USA;/name/nm0301370?ref_=tt_cl_t_10
nm0381606;Howard Hesseman;27/02/1940;Lebanon, Oregon, USA;/name/nm0381606?ref_=tt_cl_t_6
nm0789284;George Sharperson;08/04/1976;Brooklyn, New York, USA;/name/nm0789284?ref_=tt_cl_t_15
nm0002006;Thomas Haden Church;17/06/1960;Yolo, California, USA;/name/nm0002006?ref_=tt_cl_t_3
nm0641747;Kerry O'Malley;05/09/1969;Nashua, New Hampshire, USA;/name/nm0641747?ref_=tt_cl_t_7
nm0272706;Jodelle Ferland;09/10/1994;Nanaimo, British Columbia, Canada;/name/nm0272706?ref_=tt_cl_t_3
nm0574534;Ian McShane;29/09/1942;Blackburn, Lancashire, England, UK;/name/nm0574534?ref_=tt_cl_t_2
nm0351699;Benita Ha;0-1-19;;/name/nm0351699?ref_=tt_cl_t_14
nm0140837;J. Winston Carroll;;;/name/nm0140837?ref_=tt_cl_t_15
nm0000250;Renée Zellweger;25/04/1969;Katy, Texas, USA;/name/nm0000250?ref_=tt_cl_t_1
nm2338670;Michael Bean;;;/name/nm2338670?ref_=tt_cl_t_16
nm1265503;Alexander Conti;01/09/1993;Ontario, Canada;/name/nm1265503?ref_=tt_cl_t_9
nm2074440;Philip Cabrita;10/10/1974;Vancouver, British Columbia, Canada;/name/nm2074440?ref_=tt_cl_t_10
nm1504253;David Patrick Green;;;/name/nm1504253?ref_=tt_cl_t_18
nm0085420;Mary Black;26/10/1935;Oshawa, Ontario, Canada;/name/nm0085420?ref_=tt_cl_t_12
nm1500694;Vanesa Tomasino;13/10/1981;San Salvador, El Salvador;/name/nm1500694?ref_=tt_cl_t_11
nm0719678;Callum Keith Rennie;14/09/1960;Sunderland, Tyne-and-Wear, England, UK;/name/nm0719678?ref_=tt_cl_t_5
nm0263890;Lesley Ewen;;;/name/nm0263890?ref_=tt_cl_t_17
nm0195089;Domenico D'Ambrosio;30/08/1973;Flörsheim am Main, Hesse, Germany;/name/nm0195089?ref_=tt_cl_t_13
nm1406333;Ian Anthony Dale;03/07/1978;St. Paul, Minnesota, USA;/name/nm1406333?ref_=tt_cl_t_17
nm0454598;Cleo King;21/08/1962;St. Louis, Missouri, USA;/name/nm0454598?ref_=tt_cl_t_14
nm0122073;Jernard Burks;;;/name/nm0122073?ref_=tt_cl_t_12
nm0909768;Matt Walsh;13/10/1964;Chicago, Illinois, USA;/name/nm0909768?ref_=tt_cl_t_16
nm1049045;Michael Li;;;/name/nm1049045?ref_=tt_cl_t_18
nm0130437;Bryan Callen;26/01/1967;Manila, Philippines;/name/nm0130437?ref_=tt_cl_t_15
nm1414985;Kelsey Batelaan;03/07/1995;;/name/nm1414985?ref_=tt_cl_t_8
nm0005125;Sanaa Lathan;19/09/1971;New York City, New York, USA;/name/nm0005125?ref_=tt_cl_t_12
nm1395858;Valerie Cruz;18/07/1976;Elizabeth, New Jersey, USA;/name/nm1395858?ref_=tt_cl_t_11
nm0573037;Julian McMahon;27/07/1968;Sydney, New South Wales, Australia;/name/nm0573037?ref_=tt_cl_t_2
nm0378161;John Hensley;29/08/1977;Louisville, Kentucky, USA;/name/nm0378161?ref_=tt_cl_t_4
nm0005577;Portia de Rossi;31/01/1973;Geelong, Victoria, Australia;/name/nm0005577?ref_=tt_cl_t_17
nm2469781;Josiah Henry;;;/name/nm2469781?ref_=tt_cl_t_14
nm0319698;Jessalyn Gilsig;30/11/1971;Montreal, Quebec, Canada;/name/nm0319698?ref_=tt_cl_t_9
nm1023018;Kelly Carlson;17/02/1976;Minneapolis, Minnesota, USA;/name/nm1023018?ref_=tt_cl_t_7
nm0458868;Linda Klein;;;/name/nm0458868?ref_=tt_cl_t_6
nm0005173;Roma Maffia;31/05/1958;Manhattan, New York, USA;/name/nm0005173?ref_=tt_cl_t_5
nm0004797;Bruno Campos;03/12/1973;Rio de Janeiro, Brazil;/name/nm0004797?ref_=tt_cl_t_10
nm0000613;Joely Richardson;09/01/1965;Marylebone, London, England, UK;/name/nm0000613?ref_=tt_cl_t_3
nm0000603;Vanessa Redgrave;30/01/1937;Blackheath, London, England, UK;/name/nm0000603?ref_=tt_cl_t_16
nm1715118;AnnaLynne McCord;16/07/1987;Atlanta, Georgia, USA;/name/nm1715118?ref_=tt_cl_t_13
nm2419994;Zoe Jarman;;;/name/nm2419994?ref_=tt_cl_t_9
nm1894152;Délé Ogundiran;;;/name/nm1894152?ref_=tt_cl_t_18
nm2774121;Jasmine Woods;18/09/1983;Ottawa, Ontario, Canada;/name/nm2774121?ref_=tt_cl_t_7
nm2515610;Claudia DiMartino;18/12/1954;Brooklyn, New York, USA;/name/nm2515610?ref_=tt_cl_t_15
nm1394752;Sabrina Revelle;;;/name/nm1394752?ref_=tt_cl_t_8
nm0000124;Jennifer Connelly;12/12/1970;Catskill Mountains, New York, USA;/name/nm0000124?ref_=tt_cl_t_3
nm2079681;Morgan Lily;11/04/2000;Santa Monica, California, USA;/name/nm2079681?ref_=tt_cl_t_4
nm3227662;Sachiko Ishida;12/09/1977;Kyoto, Japan;/name/nm3227662?ref_=tt_cl_t_14
nm3259032;Chihiro Fujii;;;/name/nm3259032?ref_=tt_cl_t_13
nm0000098;Jennifer Aniston;11/02/1969;Sherman Oaks, California, USA;/name/nm0000098?ref_=tt_cl_t_2
nm2649909;Traycee King;20/08/1978;Camarillo, California, USA;/name/nm2649909?ref_=tt_cl_t_17
nm1244249;Michelle Carmichael;;;/name/nm1244249?ref_=tt_cl_t_6
nm2035353;Alia Rhiana Eckerman;19/06/1982;Houston, Texas, USA;/name/nm2035353?ref_=tt_cl_t_10
nm1036015;Renee Scott;;;/name/nm1036015?ref_=tt_cl_t_12
nm0329481;Ginnifer Goodwin;22/05/1978;Memphis, Tennessee, USA;/name/nm0329481?ref_=tt_cl_t_1
nm2152695;Trenton Rogers;19/08/2000;North Carolina, USA;/name/nm2152695?ref_=tt_cl_t_5
nm0672181;Julia Pennington;;;/name/nm0672181?ref_=tt_cl_t_11
nm1034414;Carmen Gloria Pérez;25/10/1973;Bronx, New York, USA;/name/nm1034414?ref_=tt_cl_t_16
